AI ID,AI ID,Player 1 Wins,Player 2 Wins,Draws,Max Runs,Time
5,0,1,0,0,2,80.5444
5,0,1,0,0,2,73.1735
5,0,1,0,0,2,77.2956
5,0,1,0,0,2,66.2767
5,0,1,0,0,2,61.8829
