5	0	136	56	28	220	22582.063	103.5874541284
5	1	218	0	2	220	18960.6621	86.9755422018
5	2	133	55	32	220	23077.456	105.8598486239
5	3	132	46	42	220	22571.6592	103.539753211


AI ID,AI ID,Player 1 Wins,Player 2 Wins,Draws,Max Runs,Total Time,Average Time
5,0,0,2,0,2,188.969,94.4847
5,0,1,1,0,2,212.187,106.093
5,0,1,1,0,2,256.454,128.227
5,0,0,1,1,2,260.372,130.186
5,0,2,0,0,2,139.476,69.7379
5,0,2,0,0,2,262.04,131.02
5,0,1,1,0,2,234.37,117.185
5,0,2,0,0,2,206.53,103.265
5,0,2,0,0,2,244.146,122.073
5,0,0,1,1,2,178.466,89.2331
5,0,2,0,0,2,256.299,128.149
5,0,1,0,1,2,244.408,122.204
5,0,1,1,0,2,151.767,75.8837
5,0,1,1,0,2,204.378,102.189
5,0,1,1,0,2,149.413,74.7065
5,0,2,0,0,2,175.343,87.6715
5,0,1,1,0,2,238.487,119.244
5,0,1,0,1,2,176.241,88.1203
5,0,2,0,0,2,172.842,86.421
5,0,0,2,0,2,125.698,62.8488
5,0,1,1,0,2,238.534,119.267
5,0,2,0,0,2,195.624,97.8118
5,0,1,1,0,2,188.291,94.1457
5,0,2,0,0,2,203.659,101.83
5,0,1,1,0,2,253.824,126.912
5,0,0,0,2,2,143.278,71.6391
5,0,2,0,0,2,223.028,111.514
5,0,2,0,0,2,207.419,103.71
5,0,0,2,0,2,175.068,87.5342
5,0,1,1,0,2,272.636,136.318
5,0,0,2,0,2,166.103,83.0517
5,0,2,0,0,2,176.102,88.0508
5,0,1,1,0,2,200.276,100.138
5,0,1,1,0,2,143.017,71.5084
5,0,2,0,0,2,162.597,81.2984
5,0,2,0,0,2,197.354,98.6771
5,0,1,1,0,2,231.847,115.924
5,0,2,0,0,2,324.54,162.27
5,0,1,1,0,2,174.234,87.1171
5,0,0,2,0,2,152.552,76.2761
5,0,1,1,0,2,225.23,112.615
5,0,1,1,0,2,241.318,120.659
5,0,2,0,0,2,195.973,97.9866
5,0,0,2,0,2,182.569,91.2843
5,0,1,0,1,2,269.836,134.918
5,0,1,0,1,2,262.537,131.269
5,0,2,0,0,2,232.634,116.317
5,0,1,0,1,2,289.096,144.548
5,0,1,0,1,2,157.458,78.7289
5,0,2,0,0,2,217.967,108.984
5,0,2,0,0,2,205.082,102.541
5,0,0,2,0,2,214.795,107.397
5,0,2,0,0,2,184.441,92.2205
5,0,2,0,0,2,144.23,72.1149
5,0,1,0,1,2,193.189,96.5944
5,0,2,0,0,2,172.07,86.0351
5,0,1,0,1,2,249.822,124.911
5,0,1,0,1,2,184.94,92.4698
5,0,2,0,0,2,181.014,90.5072
5,0,2,0,0,2,223.641,111.821
5,0,2,0,0,2,138.934,69.4671
5,0,0,1,1,2,203.604,101.802
5,0,1,1,0,2,277.836,138.918
5,0,1,0,1,2,228.163,114.082
5,0,0,1,1,2,106.736,53.3681
5,0,1,0,1,2,247.178,123.589
5,0,0,2,0,2,253.652,126.826





5,1,2,0,0,2,161.782,80.8911
5,1,2,0,0,2,188.977,94.4887
5,1,2,0,0,2,123.759,61.8797
5,1,2,0,0,2,160.921,80.4607
5,1,2,0,0,2,187.04,93.5202
5,1,2,0,0,2,137.716,68.8579
5,1,2,0,0,2,142.553,71.2763
5,1,2,0,0,2,148.193,74.0967
5,1,2,0,0,2,237.634,118.817
5,1,2,0,0,2,198.657,99.3287
5,1,2,0,0,2,106.151,53.0753
5,1,2,0,0,2,102.085,51.0423
5,1,2,0,0,2,158.941,79.4705
5,1,2,0,0,2,187.396,93.6978
5,1,2,0,0,2,118.994,59.4969
5,1,2,0,0,2,304.845,152.423
5,1,2,0,0,2,113.457,56.7287
5,1,2,0,0,2,215.292,107.646
5,1,2,0,0,2,172.393,86.1966
5,1,2,0,0,2,81.2649,40.6325
5,1,2,0,0,2,229.284,114.642
5,1,2,0,0,2,136.984,68.4921
5,1,2,0,0,2,204.21,102.105
5,1,2,0,0,2,247.59,123.795
5,1,2,0,0,2,237.136,118.568
5,1,2,0,0,2,189.921,94.9607
5,1,2,0,0,2,134.425,67.2127
5,1,2,0,0,2,126.801,63.4006
5,1,2,0,0,2,235.39,117.695
5,1,2,0,0,2,173.945,86.9725
5,1,2,0,0,2,160.632,80.3162
5,1,2,0,0,2,117.814,58.9072
5,1,2,0,0,2,175.571,87.7853
5,1,2,0,0,2,159.541,79.7706
5,1,2,0,0,2,133.871,66.9355
5,1,2,0,0,2,289.709,144.854
5,1,2,0,0,2,216.394,108.197
5,1,2,0,0,2,120.247,60.1234
5,1,2,0,0,2,118.87,59.435
5,1,2,0,0,2,193.064,96.5319
5,1,2,0,0,2,225.04,112.52
5,1,2,0,0,2,143.084,71.5419
5,1,2,0,0,2,137.749,68.8744
5,1,2,0,0,2,152.587,76.2934
5,1,2,0,0,2,173.747,86.8735
5,1,2,0,0,2,166.365,83.1824
5,1,2,0,0,2,197.805,98.9023
5,1,2,0,0,2,236.607,118.304
5,1,2,0,0,2,153.085,76.5425
5,1,2,0,0,2,220.385,110.193
5,1,2,0,0,2,144.001,72.0005
5,1,2,0,0,2,211.59,105.795
5,1,2,0,0,2,209.138,104.569
5,1,2,0,0,2,160.245,80.1225
5,1,2,0,0,2,161.292,80.646
5,1,2,0,0,2,214.849,107.424
5,1,2,0,0,2,96.6732,48.3366
5,1,2,0,0,2,180.768,90.3842
5,1,2,0,0,2,262.919,131.46
5,1,2,0,0,2,139.362,69.6812
5,1,2,0,0,2,98.7866,49.3933
5,1,2,0,0,2,176.513,88.2565
5,1,2,0,0,2,233.616,116.808
5,1,2,0,0,2,237.863,118.931
5,1,2,0,0,2,176.762,88.3812
5,1,2,0,0,2,158.859,79.4294
5,1,2,0,0,2,227.012,113.506
5,1,2,0,0,2,260.114,130.057
5,1,2,0,0,2,155.227,77.6136
5,1,2,0,0,2,145.207,72.6037
5,1,2,0,0,2,180.433,90.2167
5,1,2,0,0,2,142.963,71.4816
5,1,2,0,0,2,185.373,92.6866
5,1,2,0,0,2,142.792,71.3959
5,1,2,0,0,2,209.336,104.668
5,1,2,0,0,2,134.193,67.0967
5,1,2,0,0,2,155.983,77.9913
5,1,2,0,0,2,174.733,87.3666
5,1,2,0,0,2,181.417,90.7084
5,1,2,0,0,2,218.552,109.276
5,1,2,0,0,2,282.116,141.058
5,1,2,0,0,2,142.051,71.0257
5,1,2,0,0,2,112.23,56.115
5,1,2,0,0,2,179.521,89.7604
5,1,2,0,0,2,234.124,117.062
5,1,2,0,0,2,181.09,90.5452
5,1,2,0,0,2,224.499,112.25
5,1,2,0,0,2,260.647,130.324
5,1,2,0,0,2,106.508,53.2539
5,1,2,0,0,2,106.994,53.4968
5,1,2,0,0,2,120.928,60.4639
5,1,2,0,0,2,83.9564,41.9782
5,1,2,0,0,2,157.61,78.8048
5,1,2,0,0,2,124.121,62.0605
5,1,2,0,0,2,241.59,120.795
5,1,2,0,0,2,194.237,97.1184
5,1,1,0,1,2,103.879,51.9395
5,1,2,0,0,2,112.283,56.1413
5,1,2,0,0,2,186.053,93.0266
5,1,2,0,0,2,171.176,85.5881
5,1,2,0,0,2,196.303,98.1516
5,1,2,0,0,2,118.415,59.2077
5,1,2,0,0,2,186.772,93.3859
5,1,2,0,0,2,172.73,86.3651
5,1,2,0,0,2,155.774,77.887
5,1,2,0,0,2,125.039,62.5194
5,1,2,0,0,2,198.725,99.3625
5,1,2,0,0,2,138.833,69.4164
5,1,2,0,0,2,141.348,70.674
5,1,1,0,1,2,168.634,84.317



5,2,1,1,0,2,198.867,99.4333
5,2,0,2,0,2,118.832,59.416
5,2,1,0,1,2,184.289,92.1445
